No.,Object Name,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
966,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040401-1157553</a>",160.167083,-11.965361,G,,,,1,0,24,2,0,0,0,0,0,0
967,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040402-1155514</a>",160.167500,-11.930944,G,,,,1,0,16,1,0,0,0,0,0,0
968,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040402-1156065</a>",160.167500,-11.935139,G,,,,2,0,16,1,0,0,0,0,0,0
969,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040403-1155548</a>",160.167917,-11.931889,G,,,,1,0,24,2,0,0,0,0,0,0
970,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040403-1157486</a>",160.167917,-11.963500,G,,,,1,0,16,1,0,0,0,0,0,0
971,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040404-1154196</a>",160.168333,-11.905444,G,,,,2,0,26,2,0,0,0,0,0,0
972,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040404-1156003</a>",160.168333,-11.933417,G,,,,2,0,24,2,0,0,0,0,0,0
973,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040405-1154324</a>",160.168750,-11.909000,G,,,,2,0,24,2,0,0,0,0,0,0
974,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040405-1154560</a>",160.168750,-11.915556,G,,,,1,0,24,2,0,0,0,0,0,0
975,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040405-1156295</a>",160.168750,-11.941528,*,,,,2,0,24,2,0,0,0,0,0,0
976,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040406-1155573</a>",160.169167,-11.932583,G,,,,1,0,16,1,0,0,0,0,0,0
977,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040407-1153355</a>",160.169583,-11.893194,G,,,,2,0,26,2,0,0,0,0,0,0
978,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040407-1153417</a>",160.169583,-11.894917,G,,,,2,0,26,2,0,0,0,0,0,0
979,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040407-1156061</a>",160.169583,-11.935028,G,,,,1,0,24,2,0,0,0,0,0,0
980,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040407-1156106</a>",160.169583,-11.936278,G,,,,1,0,24,2,0,0,0,0,0,0
981,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040407-1156148</a>",160.169583,-11.937444,G,,,,1,0,16,1,0,0,0,0,0,0
982,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040408-1155196</a>",160.170000,-11.922111,G,,,,1,0,24,2,0,0,0,0,0,0
983,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040408-1155420</a>",160.170000,-11.928333,G,,,,1,0,24,2,0,0,0,0,0,0
984,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040408-1155524</a>",160.170000,-11.931222,G,,,,2,0,24,2,0,0,0,0,0,0
985,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040408-1156117</a>",160.170000,-11.936583,G,,,,1,0,16,1,0,0,0,0,0,0
986,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040409-1154585</a>",160.170417,-11.916250,*,,,,2,0,24,2,0,0,0,0,0,0
987,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040410-1152581</a>",160.170833,-11.882806,G,,,,1,0,16,1,0,0,0,0,0,0
988,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040410-1156387</a>",160.170833,-11.944083,G,,,,2,0,24,2,0,0,0,0,0,0
989,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040411-1152509</a>",160.171250,-11.880806,G,,,,2,0,26,2,0,0,0,0,0,0
990,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040411-1152546</a>",160.171250,-11.881833,G,,,,2,0,16,1,0,0,0,0,0,0
991,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040411-1156236</a>",160.171250,-11.939889,G,,,,1,0,16,1,0,0,0,0,0,0
992,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040412-1154385</a>",160.171667,-11.910694,G,,,,1,0,16,1,0,0,0,0,0,0
993,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040412-1156347</a>",160.171667,-11.942972,G,,,,1,0,16,1,0,0,0,0,0,0
994,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040414-1155101</a>",160.172500,-11.919472,G,,,,1,0,23,2,0,0,0,0,0,0
995,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040414-1155569</a>",160.172500,-11.932472,G,,,,1,0,24,2,0,0,0,0,0,0
996,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040414-1156217</a>",160.172500,-11.939361,G,,,,1,0,16,1,0,0,0,0,0,0
997,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040414-1156541</a>",160.172500,-11.948361,G,,,,2,0,16,1,0,0,0,0,0,0
998,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040415-1155421</a>",160.172917,-11.928361,G,,,,1,0,24,2,0,0,0,0,0,0
999,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040415-1156237</a>",160.172917,-11.939917,G,,,,1,0,16,1,0,0,0,0,0,0
1000,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040416-1156220</a>",160.173333,-11.939444,G,,,,1,0,16,1,0,0,0,0,0,0
